sceneId,movieId,title,durationMinutes
1164,57,Reunion truth,6
1165,57,Night argument,2
1166,57,Final search,5
1167,57,Train dream,10
1168,57,Signal truth,6
1169,57,Tower argument,6
1170,57,Chase search,2
1171,57,Escape dream,7
1172,58,Arrival call,2
1173,58,Reunion meeting,8
1174,58,Night crossing,6
1175,58,Final race,8
1176,58,Train call,2
1177,58,Signal meeting,8
1178,58,Tower crossing,3
1179,58,Chase race,2
1180,58,Escape call,5
1181,58,Farewell meeting,3
1182,58,Morning crossing,11
1183,58,Storm race,2
1184,58,Bridge call,3
1185,58,Opening meeting,8
1186,58,Decision crossing,2
1187,58,Discovery race,6
1188,58,Secret call,4
1189,58,Market meeting,5
1190,58,Letter crossing,8
1191,58,Garden race,6
1192,58,Arrival call,8
1193,58,Reunion meeting,4
1194,58,Night crossing,4
1195,59,Chase memory,6
1196,59,Escape promise,8
1197,59,Farewell visit,8
1198,59,Morning key,4
1199,59,Storm memory,7
1200,59,Bridge promise,8
1201,59,Opening visit,5
1202,59,Decision key,8
1203,59,Discovery memory,4
1204,59,Secret promise,5
1205,59,Market visit,2
1206,59,Letter key,8
1207,59,Garden memory,6
1208,59,Arrival promise,7
1209,59,Reunion visit,2
1210,59,Night key,4
1211,59,Final memory,4
1212,59,Train promise,7
1213,59,Signal visit,7
1214,59,Tower key,7
1215,59,Chase memory,2
1216,59,Escape promise,4
1217,60,Decision choice,3
1218,60,Discovery return,5
1219,60,Secret map,3
1220,60,Market plan,7
1221,60,Letter choice,7
1222,60,Garden return,2
1223,60,Arrival map,4
1224,60,Reunion plan,8
1225,60,Night choice,10
1226,60,Final return,8
1227,60,Train map,2
1228,60,Signal plan,4
1229,60,Tower choice,5
1230,60,Chase return,4
1231,60,Escape map,4
1232,60,Farewell plan,5
1233,60,Morning choice,2
1234,60,Storm return,3
1235,60,Bridge map,4
1236,61,Reunion shadow,7
1237,61,Night warning,5
1238,61,Final voice,6
1239,61,Train door,7
1240,61,Signal shadow,7
1241,61,Tower warning,6
1242,61,Chase voice,3
1243,61,Escape door,11
1244,61,Farewell shadow,3
1245,61,Morning warning,8
1246,61,Storm voice,8
1247,61,Bridge door,7
1248,61,Opening shadow,8
1249,62,Escape search,7
1250,62,Farewell dream,2
1251,62,Morning truth,2
1252,62,Storm argument,7
1253,62,Bridge search,2
1254,62,Opening dream,8
1255,62,Decision truth,5
1256,62,Discovery argument,2
1257,62,Secret search,2
1258,62,Market dream,4
1259,62,Letter truth,6
1260,62,Garden argument,8
1261,62,Arrival search,2
1262,62,Reunion dream,8
1263,62,Night truth,4
1264,62,Final argument,8
1265,62,Train search,8
1266,62,Signal dream,7
1267,62,Tower truth,4
1268,63,Discovery crossing,5
1269,63,Secret race,2
1270,63,Market call,2
1271,63,Letter meeting,2
1272,63,Garden crossing,2
1273,63,Arrival race,8
1274,63,Reunion call,2
1275,63,Night meeting,7
1276,63,Final crossing,7
1277,63,Train race,4
1278,63,Signal call,3
1279,63,Tower meeting,6
1280,63,Chase crossing,2
1281,63,Escape race,6
1282,64,Night visit,2
1283,64,Final key,2
1284,64,Train memory,7
1285,64,Signal promise,3
1286,64,Tower visit,8
1287,64,Chase key,8
1288,64,Escape memory,7
1289,64,Farewell promise,3
1290,64,Morning visit,8
1291,64,Storm key,3
1292,64,Bridge memory,5
1293,64,Opening promise,7
1294,64,Decision visit,2
1295,64,Discovery key,7
1296,65,Farewell map,3
1297,65,Morning plan,8
1298,65,Storm choice,5
1299,65,Bridge return,8
1300,65,Opening map,2
1301,65,Decision plan,2
1302,65,Discovery choice,6
1303,65,Secret return,4
1304,65,Market map,2
1305,65,Letter plan,8
1306,65,Garden choice,3
1307,65,Arrival return,5
1308,65,Reunion map,3
1309,65,Night plan,8
1310,65,Final choice,3
1311,65,Train return,5
1312,65,Signal map,2
1313,65,Tower plan,4
1314,65,Chase choice,5
1315,65,Escape return,5
1316,65,Farewell map,5
1317,65,Morning plan,6
1318,65,Storm choice,6
1319,65,Bridge return,5
1320,65,Opening map,8
1321,65,Decision plan,5
1322,65,Discovery choice,9
1323,66,Secret voice,2
1324,66,Market door,6
1325,66,Letter shadow,7
1326,66,Garden warning,5
1327,66,Arrival voice,6
1328,66,Reunion door,2
1329,66,Night shadow,6
1330,66,Final warning,6
1331,66,Train voice,6
1332,66,Signal door,4
1333,66,Tower shadow,5
1334,66,Chase warning,5
1335,66,Escape voice,8
1336,66,Farewell door,2
1337,67,Final truth,3
1338,67,Train argument,10
1339,67,Signal search,8
1340,67,Tower dream,5
1341,67,Chase truth,5
1342,67,Escape argument,7
1343,67,Farewell search,7
1344,67,Morning dream,5
1345,67,Storm truth,4
1346,67,Bridge argument,8
1347,67,Opening search,3
1348,67,Decision dream,3
1349,67,Discovery truth,3
1350,67,Secret argument,2
1351,67,Market search,8
1352,67,Letter dream,2
1353,68,Morning call,8
1354,68,Storm meeting,8
1355,68,Bridge crossing,5
1356,68,Opening race,7
1357,68,Decision call,7
1358,68,Discovery meeting,3
1359,68,Secret crossing,3
1360,68,Market race,4
1361,68,Letter call,4
1362,68,Garden meeting,7
1363,68,Arrival crossing,3
1364,68,Reunion race,8
1365,68,Night call,3
1366,68,Final meeting,5
1367,68,Train crossing,6
1368,68,Signal race,8
1369,69,Market memory,2
1370,69,Letter promise,2
1371,69,Garden visit,3
1372,69,Arrival key,2
1373,69,Reunion memory,2
1374,69,Night promise,8
1375,69,Final visit,7
1376,69,Train key,3
1377,69,Signal memory,6
1378,69,Tower promise,8
1379,69,Chase visit,2
1380,69,Escape key,6
1381,69,Farewell memory,8
1382,69,Morning promise,4
1383,69,Storm visit,4
1384,69,Bridge key,3
1385,69,Opening memory,2
1386,69,Decision promise,3
1387,69,Discovery visit,4
1388,69,Secret key,8
1389,69,Market memory,6
1390,69,Letter promise,7
1391,69,Garden visit,5
1392,69,Arrival key,3
1393,69,Reunion memory,6
1394,69,Night promise,6
1395,69,Final visit,7
1396,70,Train choice,4
1397,70,Signal return,3
1398,70,Tower map,3
1399,70,Chase plan,4
1400,70,Escape choice,4
1401,70,Farewell return,4
1402,70,Morning map,2
1403,70,Storm plan,2
1404,70,Bridge choice,5
1405,70,Opening return,7
1406,70,Decision map,5
1407,70,Discovery plan,3
1408,70,Secret choice,3
1409,70,Market return,5
1410,70,Letter map,6
1411,70,Garden plan,7
1412,70,Arrival choice,3
1413,71,Storm shadow,2
1414,71,Bridge warning,2
1415,71,Opening voice,3
1416,71,Decision door,7
1417,71,Discovery shadow,5
1418,71,Secret warning,8
1419,71,Market voice,3
1420,71,Letter door,5
1421,71,Garden shadow,8
1422,71,Arrival warning,5
1423,71,Reunion voice,8
1424,71,Night door,5
1425,71,Final shadow,7
1426,71,Train warning,2
1427,71,Signal voice,8
1428,71,Tower door,2
1429,71,Chase shadow,8
1430,71,Escape warning,3
1431,71,Farewell voice,3
1432,71,Morning door,8
1433,72,Letter search,3
1434,72,Garden dream,8
1435,72,Arrival truth,4
1436,72,Reunion argument,8
1437,72,Night search,3
1438,72,Final dream,2
1439,72,Train truth,5
1440,72,Signal argument,4
1441,72,Tower search,6
1442,72,Chase dream,3
1443,72,Escape truth,8
1444,72,Farewell argument,4
1445,72,Morning search,8
1446,72,Storm dream,2
1447,72,Bridge truth,4
1448,72,Opening argument,5
1449,72,Decision search,4
1450,72,Discovery dream,5
1451,72,Secret truth,8
1452,72,Market argument,7
1453,72,Letter search,3
1454,72,Garden dream,6
1455,72,Arrival truth,3
1456,72,Reunion argument,2
1457,72,Night search,3
1458,72,Final dream,2
1459,72,Train truth,8
1460,72,Signal argument,5
1461,73,Signal crossing,2
1462,73,Tower race,4
1463,73,Chase call,8
1464,73,Escape meeting,8
1465,73,Farewell crossing,5
1466,73,Morning race,6
1467,73,Storm call,6
1468,73,Bridge meeting,2
1469,73,Opening crossing,2
1470,73,Decision race,5
1471,73,Discovery call,5
1472,73,Secret meeting,4
1473,73,Market crossing,5
1474,73,Letter race,6
1475,73,Garden call,5
1476,73,Arrival meeting,5
1477,73,Reunion crossing,8
1478,73,Night race,5
1479,73,Final call,5
1480,73,Train meeting,4
1481,73,Signal crossing,5
1482,73,Tower race,2
1483,73,Chase call,7
1484,73,Escape meeting,7
1485,73,Farewell crossing,8
1486,74,Bridge visit,4
1487,74,Opening key,3
1488,74,Decision memory,5
1489,74,Discovery promise,4
1490,74,Secret visit,5
1491,74,Market key,5
1492,74,Letter memory,4
1493,74,Garden promise,2
1494,74,Arrival visit,5
1495,74,Reunion key,2
1496,74,Night memory,8
1497,74,Final promise,3
1498,74,Train visit,7
1499,74,Signal key,3
1500,74,Tower memory,3
1501,74,Chase promise,5
1502,74,Escape visit,2
1503,74,Farewell key,5
1504,75,Garden map,7
1505,75,Arrival plan,3
1506,75,Reunion choice,5
1507,75,Night return,7
1508,75,Final map,3
1509,75,Train plan,5
1510,75,Signal choice,6
1511,75,Tower return,6
1512,75,Chase map,3
1513,75,Escape plan,3
1514,75,Farewell choice,5
1515,75,Morning return,5
1516,75,Storm map,3
1517,75,Bridge plan,8
1518,75,Opening choice,3
1519,75,Decision return,7
1520,75,Discovery map,10
1521,75,Secret plan,7
1522,75,Market choice,6
1523,76,Tower voice,2
1524,76,Chase door,3
1525,76,Escape shadow,3
1526,76,Farewell warning,4
1527,76,Morning voice,6
1528,76,Storm door,2
1529,76,Bridge shadow,3
1530,76,Opening warning,4
1531,76,Decision voice,7
1532,76,Discovery door,8
1533,76,Secret shadow,3
1534,76,Market warning,2
1535,76,Letter voice,3
1536,76,Garden door,7
1537,76,Arrival shadow,6
1538,76,Reunion warning,5
1539,76,Night voice,6
1540,76,Final door,8
1541,76,Train shadow,4
1542,76,Signal warning,6
1543,76,Tower voice,3
1544,77,Opening truth,7
1545,77,Decision argument,3
1546,77,Discovery search,2
1547,77,Secret dream,3
1548,77,Market truth,7
1549,77,Letter argument,5
1550,77,Garden search,5
1551,77,Arrival dream,6
1552,77,Reunion truth,6
1553,77,Night argument,6
1554,77,Final search,3
1555,77,Train dream,4
1556,77,Signal truth,4
1557,77,Tower argument,4
1558,77,Chase search,8
1559,77,Escape dream,5
1560,77,Farewell truth,4
1561,77,Morning argument,7
1562,77,Storm search,6
1563,77,Bridge dream,2
1564,77,Opening truth,7
1565,77,Decision argument,7
1566,77,Discovery search,4
1567,77,Secret dream,2
1568,77,Market truth,4
1569,78,Arrival call,5
1570,78,Reunion meeting,2
1571,78,Night crossing,3
1572,78,Final race,8
1573,78,Train call,7
1574,78,Signal meeting,7
1575,78,Tower crossing,3
1576,78,Chase race,3
1577,78,Escape call,2
1578,78,Farewell meeting,6
1579,78,Morning crossing,7
1580,78,Storm race,5
1581,78,Bridge call,2
1582,78,Opening meeting,6
1583,78,Decision crossing,6
1584,78,Discovery race,7
1585,78,Secret call,7
1586,78,Market meeting,3
1587,78,Letter crossing,3
1588,78,Garden race,3
1589,78,Arrival call,8
1590,78,Reunion meeting,6
1591,78,Night crossing,2
1592,78,Final race,3
1593,79,Chase memory,8
1594,79,Escape promise,3
1595,79,Farewell visit,5
1596,79,Morning key,4
1597,79,Storm memory,6
1598,79,Bridge promise,3
1599,79,Opening visit,2
1600,79,Decision key,6
1601,79,Discovery memory,6
1602,79,Secret promise,6
1603,79,Market visit,6
1604,79,Letter key,5
1605,79,Garden memory,11
1606,79,Arrival promise,6
1607,79,Reunion visit,6
1608,79,Night key,4
1609,79,Final memory,5
1610,79,Train promise,3
1611,79,Signal visit,8
1612,79,Tower key,3
1613,79,Chase memory,3
1614,79,Escape promise,2
1615,79,Farewell visit,2
1616,79,Morning key,3
1617,79,Storm memory,4
1618,79,Bridge promise,2
1619,80,Decision choice,5
1620,80,Discovery return,5
1621,80,Secret map,5
1622,80,Market plan,4
1623,80,Letter choice,6
1624,80,Garden return,4
1625,80,Arrival map,8
1626,80,Reunion plan,8
1627,80,Night choice,2
1628,80,Final return,8
1629,80,Train map,4
1630,80,Signal plan,5
1631,80,Tower choice,6
1632,80,Chase return,8
1633,80,Escape map,5
1634,80,Farewell plan,8
1635,80,Morning choice,7
1636,80,Storm return,5
1637,80,Bridge map,5
1638,80,Opening plan,5
1639,80,Decision choice,2
1640,80,Discovery return,8
1641,80,Secret map,5
1642,80,Market plan,2
1643,80,Letter choice,7
1644,80,Garden return,4
1645,80,Arrival map,7
1646,80,Reunion plan,6
1647,81,Reunion shadow,5
1648,81,Night warning,5
1649,81,Final voice,8
1650,81,Train door,3
1651,81,Signal shadow,4
1652,81,Tower warning,2
1653,81,Chase voice,5
1654,81,Escape door,3
1655,81,Farewell shadow,8
1656,81,Morning warning,4
1657,81,Storm voice,11
1658,81,Bridge door,2
1659,81,Opening shadow,3
1660,81,Decision warning,8
1661,81,Discovery voice,2
1662,81,Secret door,5
1663,81,Market shadow,4
1664,81,Letter warning,3
1665,81,Garden voice,3
1666,81,Arrival door,2
1667,81,Reunion shadow,3
1668,81,Night warning,4
1669,81,Final voice,4
1670,81,Train door,3
1671,81,Signal shadow,8
1672,81,Tower warning,8
1673,82,Escape search,7
1674,82,Farewell dream,4
1675,82,Morning truth,5
1676,82,Storm argument,3
1677,82,Bridge search,8
1678,82,Opening dream,6
1679,82,Decision truth,5
1680,82,Discovery argument,7
1681,82,Secret search,3
1682,82,Market dream,11
1683,82,Letter truth,7
1684,82,Garden argument,3
1685,82,Arrival search,5
1686,82,Reunion dream,3
1687,82,Night truth,4
1688,83,Discovery crossing,8
1689,83,Secret race,2
1690,83,Market call,3
1691,83,Letter meeting,7
1692,83,Garden crossing,2
1693,83,Arrival race,6
1694,83,Reunion call,7
1695,83,Night meeting,2
1696,83,Final crossing,11
1697,83,Train race,6
1698,83,Signal call,2
1699,83,Tower meeting,6
1700,83,Chase crossing,2
1701,83,Escape race,3
1702,83,Farewell call,8
1703,83,Morning meeting,7
1704,83,Storm crossing,2
1705,83,Bridge race,6
1706,83,Opening call,8
1707,84,Night visit,3
1708,84,Final key,2
1709,84,Train memory,4
1710,84,Signal promise,2
1711,84,Tower visit,7
1712,84,Chase key,7
1713,84,Escape memory,4
1714,84,Farewell promise,6
1715,84,Morning visit,3
1716,84,Storm key,2
1717,84,Bridge memory,4
1718,84,Opening promise,5
1719,84,Decision visit,7
1720,84,Discovery key,3
1721,84,Secret memory,7
1722,84,Market promise,5
1723,84,Letter visit,5
1724,84,Garden key,6
1725,84,Arrival memory,2
1726,85,Farewell map,5
1727,85,Morning plan,5
1728,85,Storm choice,7
1729,85,Bridge return,6
1730,85,Opening map,6
1731,85,Decision plan,2
1732,85,Discovery choice,6
1733,85,Secret return,2
1734,85,Market map,2
1735,85,Letter plan,8
1736,85,Garden choice,5
1737,85,Arrival return,7
1738,85,Reunion map,6
1739,85,Night plan,7
1740,86,Secret voice,8
1741,86,Market door,8
1742,86,Letter shadow,2
1743,86,Garden warning,4
1744,86,Arrival voice,6
1745,86,Reunion door,8
1746,86,Night shadow,4
1747,86,Final warning,8
1748,86,Train voice,8
1749,86,Signal door,4
1750,86,Tower shadow,5
1751,86,Chase warning,5
1752,86,Escape voice,8
1753,86,Farewell door,6
1754,86,Morning shadow,5
1755,86,Storm warning,5
1756,86,Bridge voice,2
1757,86,Opening door,6
1758,86,Decision shadow,2
1759,86,Discovery warning,3
1760,86,Secret voice,4
1761,86,Market door,8
1762,87,Final truth,8
1763,87,Train argument,6
1764,87,Signal search,5
1765,87,Tower dream,8
1766,87,Chase truth,10
1767,87,Escape argument,5
1768,87,Farewell search,2
1769,87,Morning dream,2
1770,87,Storm truth,4
1771,87,Bridge argument,8
1772,87,Opening search,6
1773,87,Decision dream,4
1774,88,Morning call,4
1775,88,Storm meeting,4
1776,88,Bridge crossing,4
1777,88,Opening race,7
1778,88,Decision call,4
1779,88,Discovery meeting,7
1780,88,Secret crossing,3
1781,88,Market race,3
1782,88,Letter call,7
1783,88,Garden meeting,5
1784,88,Arrival crossing,3
1785,88,Reunion race,2
1786,88,Night call,2
1787,88,Final meeting,5
1788,88,Train crossing,7
1789,88,Signal race,2
1790,88,Tower call,7
1791,88,Chase meeting,2
1792,88,Escape crossing,8
1793,89,Market memory,8
1794,89,Letter promise,8
1795,89,Garden visit,11
1796,89,Arrival key,3
1797,89,Reunion memory,7
1798,89,Night promise,8
1799,89,Final visit,5
1800,89,Train key,4
1801,89,Signal memory,3
1802,89,Tower promise,5
1803,89,Chase visit,7
1804,89,Escape key,5
1805,89,Farewell memory,8
1806,89,Morning promise,4
1807,89,Storm visit,8
1808,89,Bridge key,6
1809,89,Opening memory,8
1810,89,Decision promise,6
1811,89,Discovery visit,8
1812,90,Train choice,7
1813,90,Signal return,10
1814,90,Tower map,6
1815,90,Chase plan,4
1816,90,Escape choice,2
1817,90,Farewell return,6
1818,90,Morning map,8
1819,90,Storm plan,7
1820,90,Bridge choice,6
1821,90,Opening return,7
1822,90,Decision map,6
1823,90,Discovery plan,8
1824,91,Storm shadow,7
1825,91,Bridge warning,6
1826,91,Opening voice,5
1827,91,Decision door,6
1828,91,Discovery shadow,5
1829,91,Secret warning,4
1830,91,Market voice,2
1831,91,Letter door,7
1832,91,Garden shadow,3
1833,91,Arrival warning,4
1834,91,Reunion voice,4
1835,91,Night door,2
1836,91,Final shadow,7
1837,91,Train warning,4
1838,92,Letter search,7
1839,92,Garden dream,5
1840,92,Arrival truth,7
1841,92,Reunion argument,8
1842,92,Night search,8
1843,92,Final dream,3
1844,92,Train truth,8
1845,92,Signal argument,8
1846,92,Tower search,7
1847,92,Chase dream,6
1848,92,Escape truth,8
1849,92,Farewell argument,3
1850,92,Morning search,8
1851,93,Signal crossing,3
1852,93,Tower race,5
1853,93,Chase call,3
1854,93,Escape meeting,8
1855,93,Farewell crossing,6
1856,93,Morning race,4
1857,93,Storm call,8
1858,93,Bridge meeting,4
1859,93,Opening crossing,5
1860,93,Decision race,2
1861,93,Discovery call,5
1862,93,Secret meeting,3
1863,93,Market crossing,3
1864,93,Letter race,8
1865,93,Garden call,8
1866,93,Arrival meeting,3
1867,93,Reunion crossing,6
1868,93,Night race,3
1869,93,Final call,3
1870,94,Bridge visit,7
1871,94,Opening key,8
1872,94,Decision memory,2
1873,94,Discovery promise,7
1874,94,Secret visit,5
1875,94,Market key,2
1876,94,Letter memory,7
1877,94,Garden promise,6
1878,94,Arrival visit,7
1879,94,Reunion key,4
1880,94,Night memory,2
1881,94,Final promise,6
1882,94,Train visit,8
1883,94,Signal key,7
1884,95,Garden map,2
1885,95,Arrival plan,5
1886,95,Reunion choice,7
1887,95,Night return,7
1888,95,Final map,5
1889,95,Train plan,5
1890,95,Signal choice,3
1891,95,Tower return,2
1892,95,Chase map,4
1893,95,Escape plan,5
1894,95,Farewell choice,5
1895,95,Morning return,8
1896,95,Storm map,7
1897,96,Tower voice,4
1898,96,Chase door,7
1899,96,Escape shadow,8
1900,96,Farewell warning,6
1901,96,Morning voice,3
1902,96,Storm door,4
1903,96,Bridge shadow,3
1904,96,Opening warning,4
1905,96,Decision voice,8
1906,96,Discovery door,5
1907,96,Secret shadow,5
1908,96,Market warning,6
1909,96,Letter voice,7
1910,96,Garden door,3
1911,96,Arrival shadow,7
1912,96,Reunion warning,4
1913,96,Night voice,8
1914,96,Final door,6
1915,96,Train shadow,8
1916,96,Signal warning,5
1917,96,Tower voice,6
1918,96,Chase door,3
1919,97,Opening truth,3
1920,97,Decision argument,7
1921,97,Discovery search,3
1922,97,Secret dream,8
1923,97,Market truth,2
1924,97,Letter argument,8
1925,97,Garden search,4
1926,97,Arrival dream,8
1927,97,Reunion truth,7
1928,97,Night argument,6
1929,97,Final search,6
1930,97,Train dream,4
1931,97,Signal truth,7
1932,97,Tower argument,2
1933,97,Chase search,3
1934,98,Arrival call,5
1935,98,Reunion meeting,6
1936,98,Night crossing,2
1937,98,Final race,4
1938,98,Train call,4
1939,98,Signal meeting,7
1940,98,Tower crossing,5
1941,98,Chase race,3
1942,98,Escape call,6
1943,98,Farewell meeting,4
1944,98,Morning crossing,7
1945,98,Storm race,5
1946,98,Bridge call,3
1947,98,Opening meeting,2
1948,98,Decision crossing,3
1949,98,Discovery race,2
1950,98,Secret call,8
1951,98,Market meeting,3
1952,98,Letter crossing,7
1953,98,Garden race,5
1954,98,Arrival call,2
1955,98,Reunion meeting,7
1956,98,Night crossing,4
1957,98,Final race,7
1958,98,Train call,4
1959,98,Signal meeting,7
1960,98,Tower crossing,2
1961,98,Chase race,6
1962,99,Chase memory,2
1963,99,Escape promise,7
1964,99,Farewell visit,7
1965,99,Morning key,6
1966,99,Storm memory,3
1967,99,Bridge promise,3
1968,99,Opening visit,3
1969,99,Decision key,3
1970,99,Discovery memory,6
1971,99,Secret promise,7
1972,99,Market visit,2
1973,99,Letter key,6
1974,99,Garden memory,5
1975,99,Arrival promise,6
1976,99,Reunion visit,6
1977,99,Night key,9
1978,99,Final memory,8
1979,99,Train promise,5
1980,99,Signal visit,7
1981,100,Decision choice,5
1982,100,Discovery return,5
1983,100,Secret map,3
1984,100,Market plan,4
1985,100,Letter choice,5
1986,100,Garden return,2
1987,100,Arrival map,5
1988,100,Reunion plan,8
1989,100,Night choice,8
1990,100,Final return,3
1991,100,Train map,4
1992,100,Signal plan,6
1993,100,Tower choice,6
1994,100,Chase return,4
1995,100,Escape map,8
1996,100,Farewell plan,4
1997,100,Morning choice,4
1998,100,Storm return,5
1999,100,Bridge map,8
2000,100,Opening plan,2
