companyName;destination;transportType;weightKg;distanceKm;price;deliveryDays;fuelLiters;date
QuickCargo;Zurich;Truck;7677;535.5;6222.58;3;160.1;30.06.2023
QuickCargo;Warsaw;Truck;15743;608.7;6724.64;3;164.5;25.01.2025
EuroTrans;Frankfurt;Train;54130;2403.8;13122.77;7;3938.4;04.01.2019
CargoOne;Vienna;Train;21663;1112.0;9663.94;4;1516.8;06.11.2019
RailCargo;Ljubljana;Train;1967;1789.6;9696.61;5;2688.9;25.08.2025
RailCargo;Paris;Truck;21048;682.8;8986.26;3;294.1;14.03.2020
HeavyLift;Amsterdam;Ship;60664;4872.3;27680.74;12;27553.0;12.11.2019
GlobalFreight;Zagreb;Truck;6209;78.7;1313.03;3;22.6;01.05.2015
CargoBridge;Vienna;Plane;4786;5676.5;160063.29;4;49520.9;12.09.2018
ShipLine;Dresden;Train;18728;1514.8;8603.57;5;2862.2;27.12.2023
FastMove;Dresden;Train;15461;384.6;3232.43;4;470.9;22.04.2022
GlobalFreight;Berlin;Truck;8631;744.0;5923.64;3;264.5;17.04.2021
MoveIt;Zagreb;Truck;1681;582.5;5072.28;3;187.1;15.03.2015
FastMove;Warsaw;Train;2229;544.8;10015.73;2;721.3;01.02.2018
EuroTrans;Prague;Truck;11342;789.6;8501.19;2;213.5;12.10.2021
BlueLogistics;Warsaw;Train;22539;236.1;4634.99;4;232.0;23.03.2015
EuroTrans;Bratislava;Ship;227022;7313.8;47685.73;16;69340.0;07.04.2020
TransMax;Zurich;Plane;5371;4335.1;53361.21;4;48507.1;08.02.2018
HeavyLift;Copenhagen;Plane;6040;5785.7;131562.84;5;61058.6;29.01.2023
RailCargo;Dresden;Plane;5949;4839.4;85931.11;4;36611.3;15.02.2023
FastMove;Bratislava;Truck;18038;543.5;5991.67;4;206.2;06.10.2020
BlueLogistics;Bratislava;Train;74105;2009.1;16630.97;6;3183.3;18.02.2021
RailCargo;Munich;Ship;118159;6791.3;32842.9;18;44356.8;23.09.2016
CargoOne;Ljubljana;Truck;199;653.2;2738.93;4;237.0;29.11.2024
NorthWind;Brussels;Ship;119527;5192.6;27706.06;18;41999.0;05.03.2023
RailCargo;Paris;Ship;17467;1028.1;4930.66;12;8139.8;31.01.2023
CargoOne;Munich;Train;22151;1122.1;7262.59;5;1093.3;17.04.2025
TransMax;Hamburg;Train;59067;1803.0;24374.87;4;3572.3;14.08.2021
GlobalFreight;Bratislava;Train;1127;2320.8;8181.7;5;4023.9;09.04.2021
GlobalFreight;Warsaw;Truck;22631;828.1;7645.09;4;228.8;27.01.2017
SkyCargo;Warsaw;Truck;2171;444.9;4315.6;2;129.4;16.07.2022
NorthWind;Amsterdam;Ship;178335;6204.3;43421.28;15;59364.4;05.08.2016
BlueLogistics;Milan;Train;22371;832.0;9485.03;3;958.8;08.03.2021
RailCargo;Copenhagen;Plane;5655;4933.7;115382.91;3;30153.7;27.02.2017
SkyCargo;Milan;Truck;2679;443.6;7069.91;2;153.1;28.03.2024
CargoBridge;Vienna;Train;10775;945.6;6833.68;4;1685.7;04.07.2018
TransMax;Amsterdam;Train;55272;1806.6;20896.76;4;2531.1;29.03.2017
BlueLogistics;Ljubljana;Truck;4650;159.8;2121.64;3;53.6;30.09.2019
QuickCargo;Munich;Ship;58217;2652.8;16272.4;9;16256.5;24.09.2020
TransMax;Ljubljana;Truck;20413;66.2;4495.92;3;22.8;03.11.2019
BlueLogistics;Prague;Ship;181174;2491.1;15761.35;16;18500.7;06.10.2018
CargoOne;Paris;Train;71259;2089.5;27687.85;4;4503.6;12.09.2019
ShipLine;Amsterdam;Train;23207;429.9;6585.09;4;511.3;15.12.2020
CargoBridge;Dresden;Train;66308;288.5;18512.01;2;644.2;23.08.2015
EuroTrans;Milan;Train;39530;757.3;7950.25;3;1480.9;06.02.2023
BlueLogistics;Warsaw;Truck;11905;202.4;3738.13;3;64.6;19.09.2015
FastMove;Paris;Truck;9396;77.9;3942.46;2;20.7;11.04.2017
NorthWind;Zurich;Truck;12256;1065.4;11951.26;3;409.2;06.08.2024
EuroTrans;Zagreb;Truck;3562;829.9;6789.38;3;236.8;20.07.2022
CargoBridge;Ljubljana;Train;45029;1096.6;6657.11;5;2245.2;01.04.2016
MoveIt;Brussels;Truck;1805;756.5;4929.22;4;222.5;06.02.2016
RoadRunner;Dresden;Truck;2524;702.3;4349.18;4;202.3;05.06.2020
FastMove;Prague;Truck;22412;699.6;8831.58;3;192.3;02.09.2021
QuickCargo;Vienna;Truck;8382;276.0;5140.33;2;65.5;20.06.2016
TransMax;Copenhagen;Train;73960;1397.7;21496.58;4;2750.1;22.06.2018
NorthWind;Milan;Ship;170784;2024.7;13014.99;11;15030.1;27.09.2023
CargoOne;Bratislava;Truck;6790;948.0;7216.23;3;327.9;05.01.2022
FastMove;Dresden;Train;56069;536.2;7995.04;3;706.1;28.02.2021
NorthWind;Budapest;Truck;10325;132.4;6186.16;1;36.9;25.06.2018
EuroTrans;Budapest;Truck;21596;320.3;4096.94;3;108.0;03.03.2021
QuickCargo;Hamburg;Train;51190;376.6;8175.37;3;718.4;07.06.2024
CargoOne;Amsterdam;Train;11766;1756.5;15042.14;5;2792.2;24.09.2021
CargoOne;Ljubljana;Train;40641;1562.8;7822.11;5;2396.1;19.12.2018
EuroTrans;Vienna;Truck;1700;874.9;3558.1;5;323.8;06.01.2018
SkyCargo;Milan;Ship;284515;998.6;10657.08;12;7758.1;07.12.2020
GlobalFreight;Vienna;Ship;47206;7151.5;33161.97;21;59095.3;28.01.2019
RailCargo;Zagreb;Truck;11139;504.7;6705.32;2;130.1;17.11.2015
BlueLogistics;Ljubljana;Truck;3861;837.0;4843.0;4;280.0;29.06.2024
RailCargo;Amsterdam;Train;18125;1121.8;7350.71;5;1908.0;05.02.2021
BlueLogistics;Prague;Truck;15082;618.6;12071.04;2;215.4;19.03.2018
MoveIt;Berlin;Truck;22574;210.8;6735.06;3;85.2;12.10.2025
FastMove;Zurich;Truck;12543;499.6;7914.79;2;159.0;02.09.2025
NorthWind;Warsaw;Truck;3220;575.6;4898.56;3;139.3;25.04.2018
SkyCargo;Amsterdam;Truck;17478;506.3;7114.57;3;149.6;22.04.2015
MoveIt;Bratislava;Truck;18576;483.7;7840.92;2;171.1;26.03.2019
SkyCargo;Dresden;Ship;19840;2465.6;16562.03;10;11138.9;22.07.2017
RailCargo;Amsterdam;Train;45656;381.1;12115.21;3;504.4;05.12.2022
RoadRunner;Warsaw;Train;8056;585.6;4912.26;3;854.2;18.12.2017
CargoOne;Copenhagen;Train;76391;1776.9;15902.45;4;3404.8;24.02.2018
ShipLine;Warsaw;Train;70816;247.0;23329.88;2;500.8;24.04.2022
CargoOne;Zagreb;Truck;20130;565.4;6790.56;3;236.2;19.06.2021
ShipLine;Zurich;Train;79178;1232.2;20477.27;3;1916.2;23.05.2016
FastMove;Bratislava;Train;44507;1141.2;9238.33;6;1700.1;29.12.2020
NorthWind;Warsaw;Plane;174;5402.6;122366.2;4;45764.4;27.09.2025
MoveIt;Paris;Truck;13417;329.7;8857.05;2;86.3;10.02.2019
MoveIt;Milan;Truck;13629;254.7;11324.28;1;89.9;01.04.2025
SkyCargo;Frankfurt;Truck;6972;710.1;6466.29;3;246.7;25.07.2021
CargoOne;Copenhagen;Train;6707;2379.8;17502.61;5;2516.6;11.10.2019
ShipLine;Milan;Truck;5677;835.8;12765.29;2;216.3;30.04.2025
FastMove;Amsterdam;Truck;17314;756.0;8038.01;3;273.5;24.09.2022
RoadRunner;Berlin;Truck;19755;823.4;8718.56;3;262.7;10.07.2017
GlobalFreight;Brussels;Plane;3860;5011.8;106771.26;4;59811.6;19.09.2016
ShipLine;Bratislava;Plane;10376;1698.0;96360.95;2;21664.6;09.03.2016
ShipLine;Bratislava;Truck;6087;740.2;4593.45;3;280.4;16.02.2025
MoveIt;Bratislava;Ship;99111;7047.1;47452.28;23;32620.1;08.02.2017
RailCargo;Berlin;Truck;7693;673.3;5456.24;3;183.6;10.02.2023
TransMax;Dresden;Truck;10337;318.8;5126.41;2;119.3;28.08.2023
TransMax;Zagreb;Train;44759;1399.0;11812.95;5;2458.7;02.06.2022
HeavyLift;Milan;Ship;248696;4970.9;39724.05;13;35553.6;27.05.2023
RoadRunner;Munich;Train;25165;1260.1;14099.32;4;2437.6;12.09.2020
FastMove;Vienna;Ship;251661;2353.7;15144.02;9;19039.9;10.05.2016
ShipLine;Amsterdam;Train;24126;2441.6;17578.6;5;3983.2;07.08.2025
HeavyLift;Warsaw;Train;30585;1408.0;10638.53;5;1535.7;24.03.2023
BlueLogistics;Brussels;Truck;3134;1087.1;5648.25;5;248.3;19.11.2016
HeavyLift;Dresden;Ship;21157;2749.4;20052.89;9;13440.8;30.01.2015
QuickCargo;Zurich;Truck;3027;453.7;4799.3;2;155.4;09.10.2018
RailCargo;Bratislava;Truck;9389;973.1;6702.39;3;311.8;04.12.2022
FastMove;Hamburg;Truck;20899;417.9;12594.08;2;175.8;29.12.2021
CargoOne;Frankfurt;Plane;14111;1485.0;161604.59;1;19593.4;28.03.2017
GlobalFreight;Copenhagen;Truck;18986;357.2;5192.2;3;105.3;21.05.2020
RailCargo;Copenhagen;Truck;13924;813.6;5799.76;4;314.0;09.01.2021
RailCargo;Vienna;Train;9075;413.6;5923.02;3;583.1;08.03.2015
MoveIt;Amsterdam;Ship;152032;2999.9;16657.25;14;29015.9;21.07.2022
EuroTrans;Frankfurt;Train;25576;821.4;11206.19;3;1061.0;05.09.2025
BlueLogistics;Bratislava;Truck;17312;476.6;6754.41;2;200.2;16.11.2019
TransMax;Milan;Ship;135594;2065.2;21139.91;13;11184.1;21.03.2021
GlobalFreight;Paris;Truck;11191;359.3;4574.69;3;86.7;07.07.2023
MoveIt;Dresden;Train;49418;2352.7;19039.59;6;4822.5;15.09.2024
CargoOne;Amsterdam;Train;79805;2055.3;10296.21;7;3741.6;29.01.2016
MoveIt;Zagreb;Truck;15054;101.5;6634.32;1;35.4;21.08.2021
TransMax;Paris;Truck;14970;683.1;10671.94;2;204.5;27.03.2022
RailCargo;Copenhagen;Train;59478;1197.4;9121.38;4;2224.0;10.11.2022
FastMove;Ljubljana;Train;3416;2166.8;8259.3;7;3666.6;28.06.2024
HeavyLift;Ljubljana;Plane;12450;944.4;121996.16;1;9751.1;15.06.2025
ShipLine;Warsaw;Truck;11797;602.5;4307.83;3;223.1;01.02.2021
QuickCargo;Frankfurt;Truck;3193;73.0;1780.75;2;24.1;29.08.2022
EuroTrans;Hamburg;Truck;12106;288.6;4116.81;3;102.6;18.03.2015
CargoBridge;Bratislava;Truck;21208;1095.7;10206.7;4;377.3;20.08.2025
BlueLogistics;Zagreb;Truck;23378;102.4;5098.81;3;33.3;23.10.2015
ShipLine;Dresden;Train;58919;2268.9;19900.46;5;4993.5;29.12.2025
MoveIt;Amsterdam;Train;64791;2204.0;17414.94;5;3214.2;07.10.2020
TransMax;Vienna;Train;33185;1949.4;11575.29;5;2605.2;21.08.2024
SkyCargo;Berlin;Train;67628;650.5;11642.98;3;862.7;22.11.2015
MoveIt;Budapest;Truck;19746;714.8;7950.81;3;314.4;07.07.2023
HeavyLift;Frankfurt;Ship;261757;1861.5;15649.34;10;16311.7;04.06.2017
RailCargo;Paris;Truck;6416;109.3;1587.54;3;28.4;19.01.2022
RoadRunner;Bratislava;Truck;12420;948.0;5520.4;4;351.5;24.07.2022
EuroTrans;Hamburg;Truck;13867;555.7;9014.18;2;208.3;24.11.2024
BlueLogistics;Warsaw;Ship;192342;2970.5;15791.15;12;30418.7;10.07.2016
RailCargo;Amsterdam;Plane;5150;2944.7;112463.92;3;27246.6;10.12.2024
RoadRunner;Zagreb;Ship;264939;2707.8;24513.58;16;29248.4;16.04.2022
BlueLogistics;Zurich;Ship;77528;5932.6;32875.67;18;52598.0;05.11.2017
CargoBridge;Prague;Plane;7822;4812.0;95182.84;4;43222.2;12.10.2024
EuroTrans;Prague;Plane;7675;3140.1;81475.49;3;25686.7;28.12.2015
FastMove;Paris;Ship;114031;6319.0;47219.24;14;48469.7;10.07.2015
RoadRunner;Bratislava;Train;49337;2031.5;12482.36;5;3851.7;06.02.2023
HeavyLift;Paris;Truck;10979;1180.7;6838.89;4;369.2;31.03.2025
BlueLogistics;Budapest;Plane;542;2864.1;89563.4;3;32880.5;28.09.2025
CargoOne;Bratislava;Truck;18748;1033.8;9476.55;4;284.4;23.07.2021
TransMax;Milan;Ship;268121;1360.1;20422.35;10;13729.9;22.12.2015
SkyCargo;Warsaw;Train;28685;932.0;8979.0;5;1363.5;10.11.2015
HeavyLift;Zurich;Truck;3097;538.8;3900.27;3;187.4;01.01.2015
HeavyLift;Ljubljana;Train;50752;1146.7;14599.63;4;1522.7;26.12.2022
EuroTrans;Milan;Truck;19257;1174.6;8610.16;4;421.7;03.11.2016
QuickCargo;Amsterdam;Train;24155;208.3;4024.15;3;243.1;13.03.2015
GlobalFreight;Bratislava;Ship;285509;5698.9;22332.69;16;64641.7;03.10.2015
BlueLogistics;Vienna;Train;40913;1065.0;9710.78;4;1659.2;25.05.2024
FastMove;Bratislava;Truck;11177;901.7;10437.66;3;287.8;11.01.2015
BlueLogistics;Paris;Train;2687;848.7;5737.17;5;1329.5;14.07.2017
TransMax;Frankfurt;Truck;11759;309.5;3782.2;4;104.0;21.08.2024
RailCargo;Brussels;Truck;16332;1047.1;5224.48;4;284.4;10.02.2019
FastMove;Frankfurt;Train;47075;219.9;11359.45;3;296.6;30.08.2023
GlobalFreight;Dresden;Ship;281419;3314.7;16543.17;16;26525.1;04.03.2021
RoadRunner;Paris;Truck;20362;766.0;14045.03;2;284.8;25.11.2023
FastMove;Munich;Plane;6165;3547.0;130733.69;3;40703.8;29.03.2016
RailCargo;Ljubljana;Truck;7099;764.0;4459.15;3;300.5;21.12.2020
TransMax;Vienna;Train;5880;1847.9;12209.79;6;3394.3;23.11.2017
MoveIt;Copenhagen;Truck;19930;196.2;4195.63;3;58.4;27.10.2021
CargoBridge;Milan;Train;32240;1912.5;11974.09;7;3612.3;21.02.2016
EuroTrans;Vienna;Train;25822;555.9;7039.72;3;1102.8;16.03.2017
BlueLogistics;Vienna;Truck;11926;787.3;5111.27;3;196.4;16.02.2017
CargoOne;Zurich;Truck;17509;567.2;12851.12;2;219.3;16.12.2024
QuickCargo;Brussels;Truck;21796;681.4;7092.09;4;225.0;06.11.2019
BlueLogistics;Zurich;Truck;3971;1069.3;3674.56;5;370.8;02.08.2016
RailCargo;Bratislava;Truck;10102;113.3;5076.15;2;45.5;04.04.2015
RailCargo;Warsaw;Plane;10517;4615.2;52629.69;4;49443.9;17.12.2024
MoveIt;Frankfurt;Train;33275;568.1;10905.33;2;1016.7;30.03.2024
SkyCargo;Budapest;Truck;16408;146.3;6782.73;2;54.1;15.05.2024
RoadRunner;Copenhagen;Plane;3191;667.6;37263.64;2;5942.6;13.05.2023
CargoOne;Prague;Truck;21744;315.0;7357.64;3;121.7;09.07.2020
EuroTrans;Budapest;Train;26876;1248.5;20050.86;3;1288.5;28.03.2025
MoveIt;Bratislava;Train;17384;1616.1;11862.32;4;1812.9;03.11.2021
GlobalFreight;Vienna;Truck;23551;264.2;8305.38;3;89.3;02.01.2024
NorthWind;Prague;Train;68134;539.1;11716.88;3;1141.3;11.12.2016
TransMax;Munich;Truck;11801;531.3;4449.8;4;211.9;23.06.2019
QuickCargo;Paris;Truck;8477;716.5;6208.06;4;245.4;15.09.2018
RailCargo;Copenhagen;Plane;597;1927.7;87236.02;2;15040.1;12.01.2024
EuroTrans;Amsterdam;Train;67170;1331.9;11588.14;6;2326.3;26.10.2022
CargoBridge;Amsterdam;Truck;1769;497.8;4880.99;3;114.0;05.04.2015
CargoBridge;Vienna;Plane;14243;4896.5;143879.73;4;46881.1;10.08.2021
HeavyLift;Ljubljana;Plane;9480;938.0;24541.91;2;7282.9;10.07.2023
QuickCargo;Bratislava;Ship;174162;4551.6;40009.08;17;36878.6;15.06.2018
FastMove;Warsaw;Truck;1615;980.2;3924.47;5;242.5;07.08.2021
GlobalFreight;Vienna;Plane;3543;2748.6;62047.81;3;30819.8;17.05.2022
QuickCargo;Copenhagen;Truck;8433;979.0;4662.43;5;357.1;23.05.2023
TransMax;Brussels;Ship;83249;3188.4;25087.33;14;15410.4;30.12.2020
NorthWind;Munich;Ship;91376;1943.7;14435.93;13;18115.6;13.06.2017
EuroTrans;Amsterdam;Truck;16760;98.0;6581.25;2;32.6;30.04.2024
RailCargo;Zagreb;Plane;8251;4015.3;88121.09;3;51170.0;15.06.2017
ShipLine;Bratislava;Train;75845;1521.4;12842.9;5;2305.5;29.11.2015
ShipLine;Paris;Ship;177885;5722.5;36659.72;18;32793.9;29.01.2018
SkyCargo;Ljubljana;Plane;11256;978.4;128226.47;1;10717.0;13.12.2024
CargoBridge;Munich;Truck;3992;421.7;4284.42;3;139.4;05.10.2019
HeavyLift;Paris;Truck;11702;755.1;5183.91;4;190.3;26.06.2018
CargoBridge;Warsaw;Train;78992;1213.4;14461.07;4;2824.6;06.05.2021
BlueLogistics;Milan;Train;8498;2081.8;7395.49;6;2622.5;05.07.2023
QuickCargo;Paris;Train;20846;1700.1;9507.37;4;2103.2;26.01.2021
TransMax;Hamburg;Truck;5535;812.2;4607.21;3;237.4;05.08.2023
HeavyLift;Brussels;Train;11354;313.4;3845.08;4;551.4;25.11.2023
BlueLogistics;Hamburg;Plane;1199;3544.5;51478.88;4;26567.4;15.03.2019
TransMax;Frankfurt;Truck;15974;1184.8;9159.04;3;373.8;06.03.2015
GlobalFreight;Amsterdam;Train;5861;2252.7;14238.79;6;2886.6;31.03.2024
RailCargo;Budapest;Truck;10953;105.3;3371.08;3;32.4;31.12.2021
RoadRunner;Vienna;Truck;23334;844.5;7849.98;4;383.8;18.05.2025
NorthWind;Budapest;Ship;27320;3423.9;25924.24;10;12963.4;07.08.2018
QuickCargo;Hamburg;Train;65659;2180.1;15291.93;5;4724.7;12.10.2016
RailCargo;Munich;Truck;19951;300.2;7604.72;2;105.8;08.06.2019
CargoOne;Ljubljana;Train;3432;1986.6;6220.96;6;3289.6;23.04.2021
QuickCargo;Warsaw;Train;63843;348.8;12719.44;3;470.0;09.05.2018
FastMove;Zurich;Train;27501;580.0;5868.28;4;832.7;30.10.2020
TransMax;Amsterdam;Train;75258;1681.4;13577.68;5;3033.9;31.07.2018
RoadRunner;Berlin;Truck;9978;465.9;5235.99;3;130.8;14.05.2024
HeavyLift;Amsterdam;Plane;7732;2875.5;108727.36;3;19392.0;16.12.2016
EuroTrans;Prague;Ship;33190;2712.5;18178.05;12;24443.8;06.04.2016
GlobalFreight;Hamburg;Truck;4145;583.4;2810.41;4;194.5;20.03.2022
HeavyLift;Ljubljana;Truck;9478;313.0;4611.57;3;87.3;24.05.2022
HeavyLift;Dresden;Truck;12019;248.9;4515.09;2;82.2;04.11.2018
HeavyLift;Zagreb;Truck;10824;502.5;3667.56;4;152.5;13.09.2016
BlueLogistics;Budapest;Train;46312;2423.5;16030.0;6;4801.8;08.11.2025
MoveIt;Milan;Truck;16034;737.5;8263.67;3;253.5;28.09.2016
TransMax;Frankfurt;Ship;66634;2689.9;13424.14;14;16488.0;07.05.2022
TransMax;Zurich;Truck;15287;395.7;10277.12;2;127.8;08.02.2022
QuickCargo;Warsaw;Truck;21986;1175.9;10910.44;4;473.8;04.12.2025
HeavyLift;Warsaw;Train;75460;1841.4;17622.3;5;2592.1;06.03.2018
GlobalFreight;Copenhagen;Truck;6307;580.7;3519.62;3;168.9;27.11.2021
NorthWind;Prague;Train;14244;290.4;4286.59;3;273.6;31.03.2022
HeavyLift;Berlin;Truck;19625;547.3;8258.76;2;197.4;19.02.2025
QuickCargo;Budapest;Truck;18999;967.8;8355.67;4;296.0;25.07.2021
RailCargo;Ljubljana;Truck;6536;337.5;3398.87;3;104.4;03.12.2023
GlobalFreight;Frankfurt;Train;8075;304.6;3657.8;3;302.6;16.12.2015
BlueLogistics;Amsterdam;Ship;106633;6706.0;29471.24;20;30262.8;19.03.2025
MoveIt;Zurich;Truck;20185;780.5;8800.64;3;265.5;19.05.2020
QuickCargo;Brussels;Truck;2099;993.2;5619.0;5;253.5;11.08.2023
MoveIt;Prague;Train;30427;2302.6;10042.34;7;4150.2;16.02.2024
EuroTrans;Copenhagen;Ship;184676;4498.4;29647.18;12;48568.0;12.04.2020
TransMax;Bratislava;Train;19045;2039.8;9223.05;7;3685.6;17.07.2021
FastMove;Vienna;Ship;107825;5640.0;27566.35;20;28627.1;13.08.2018
MoveIt;Munich;Ship;61730;1394.8;10106.05;11;11654.4;24.08.2016
MoveIt;Paris;Ship;211734;7029.1;40750.61;24;67971.5;20.01.2022
HeavyLift;Copenhagen;Plane;2983;4350.4;92393.96;3;48422.3;24.03.2016
SkyCargo;Warsaw;Ship;184625;5750.2;34870.44;13;41048.0;16.03.2015
NorthWind;Paris;Truck;21285;287.0;5840.25;3;82.9;01.09.2025
QuickCargo;Brussels;Train;70893;1994.7;11551.77;6;3213.8;14.04.2019
NorthWind;Budapest;Truck;8603;1138.0;5483.68;4;310.2;02.09.2015
CargoBridge;Warsaw;Truck;17800;559.4;9250.58;2;184.3;07.11.2024
TransMax;Copenhagen;Plane;7931;3077.9;189718.21;2;30989.9;02.06.2020
RailCargo;Warsaw;Plane;7639;1804.8;67990.74;2;20217.0;03.05.2022
ShipLine;Vienna;Train;12795;626.7;8202.74;3;587.7;05.06.2019
SkyCargo;Berlin;Train;51609;436.8;8672.99;4;615.6;24.10.2016
RailCargo;Zurich;Train;34146;2030.4;8606.89;6;3093.0;02.07.2019
CargoOne;Paris;Train;30737;1774.8;13962.38;5;1865.2;11.12.2023
RoadRunner;Berlin;Plane;12319;4456.2;74533.32;4;30082.9;04.06.2022
FastMove;Ljubljana;Train;9563;483.8;4163.16;4;602.6;09.02.2021
EuroTrans;Copenhagen;Truck;9135;62.4;4886.51;1;25.2;16.10.2017
NorthWind;Copenhagen;Train;45186;1996.2;6069.04;7;3075.0;01.10.2019
RoadRunner;Prague;Train;48582;1373.1;10158.11;5;2305.1;07.10.2021
BlueLogistics;Hamburg;Ship;126000;3450.0;18096.3;16;31827.4;01.03.2022
FastMove;Prague;Truck;10741;565.9;3649.27;4;182.3;08.06.2021
BlueLogistics;Milan;Truck;2720;1057.5;8901.14;3;393.8;02.02.2021
BlueLogistics;Hamburg;Truck;16867;430.0;4639.01;4;155.3;13.06.2025
BlueLogistics;Paris;Ship;242919;7008.7;29850.71;16;77115.8;20.04.2015
BlueLogistics;Berlin;Truck;1917;625.4;2563.04;4;163.2;01.11.2022
RailCargo;Prague;Truck;8352;1157.7;7636.45;4;312.1;06.08.2018
BlueLogistics;Amsterdam;Truck;3828;692.4;4899.92;4;203.8;15.09.2024
NorthWind;Brussels;Ship;151703;867.6;16126.18;6;5608.7;11.06.2025
RoadRunner;Ljubljana;Train;31063;1737.1;9232.59;6;2904.5;21.07.2017
BlueLogistics;Munich;Truck;23726;959.9;9099.61;4;325.5;28.12.2025
HeavyLift;Paris;Truck;17837;50.4;8945.71;1;17.9;16.10.2024
ShipLine;Hamburg;Ship;185584;4698.1;36705.6;14;46955.2;30.07.2015
ShipLine;Milan;Ship;161707;5970.5;23553.79;20;42381.1;05.06.2020
RoadRunner;Zagreb;Truck;11913;1063.3;8775.57;3;397.1;27.09.2020
RoadRunner;Ljubljana;Truck;18944;495.5;11564.29;2;175.6;12.04.2015
TransMax;Hamburg;Train;34293;1600.4;12372.07;6;2300.5;16.02.2015
MoveIt;Brussels;Truck;19627;728.7;15366.18;2;306.9;05.10.2015
BlueLogistics;Frankfurt;Truck;18002;521.2;8945.74;3;194.1;25.12.2024
ShipLine;Ljubljana;Train;27385;1277.3;8278.81;5;2424.9;28.07.2020
ShipLine;Munich;Ship;237804;6616.9;27177.5;15;66764.4;03.09.2017
GlobalFreight;Warsaw;Truck;5698;736.6;9051.03;2;266.4;29.04.2022
CargoBridge;Munich;Truck;6360;238.6;1844.44;3;86.1;01.12.2021
RoadRunner;Amsterdam;Truck;13194;485.9;5642.37;4;196.4;28.03.2019
RoadRunner;Bratislava;Train;802;1764.1;6797.82;5;2028.4;11.01.2021
CargoBridge;Copenhagen;Truck;10061;211.7;10035.99;1;68.7;18.07.2015
CargoOne;Copenhagen;Ship;283429;2707.3;18916.62;15;24821.6;15.08.2025
GlobalFreight;Amsterdam;Truck;20751;1156.1;7510.38;5;477.6;23.01.2019
GlobalFreight;Zurich;Plane;125;3411.7;82891.47;3;40386.5;19.11.2025
EuroTrans;Milan;Truck;18306;84.3;4404.75;3;36.4;04.01.2020
SkyCargo;Copenhagen;Truck;7543;257.5;2367.02;3;102.1;04.11.2015
CargoBridge;Zagreb;Truck;20413;1084.2;7742.03;5;466.9;06.05.2025
BlueLogistics;Budapest;Train;69245;1285.5;14547.16;5;1901.0;07.04.2024
TransMax;Vienna;Truck;10198;231.1;5340.07;2;87.2;25.04.2020
CargoBridge;Copenhagen;Truck;323;182.1;3945.98;1;61.5;13.04.2020
CargoOne;Prague;Truck;5908;856.8;5496.29;4;236.4;28.03.2015
EuroTrans;Munich;Train;975;1709.0;10610.92;4;2896.3;17.01.2018
FastMove;Copenhagen;Truck;4555;623.0;3809.66;3;212.1;21.07.2019
RailCargo;Budapest;Ship;14388;3100.7;16030.33;15;16362.2;07.01.2020
HeavyLift;Bratislava;Truck;23685;108.4;7169.99;2;39.6;30.03.2023
SkyCargo;Hamburg;Truck;12254;708.8;8902.9;3;233.7;04.06.2017
RailCargo;Dresden;Train;6919;224.1;2300.93;4;384.6;20.09.2016
BlueLogistics;Budapest;Truck;21796;136.8;7735.18;2;49.6;29.01.2015
FastMove;Milan;Truck;14215;172.9;6944.43;2;73.3;24.04.2015
RoadRunner;Budapest;Truck;1564;707.2;7874.06;2;216.7;01.06.2016
BlueLogistics;Amsterdam;Train;59477;2429.9;14599.08;7;5047.9;16.06.2023
ShipLine;Paris;Train;14018;1564.8;13271.6;4;2925.9;14.08.2018
TransMax;Warsaw;Truck;19853;1018.7;9414.96;4;286.4;19.02.2025
TransMax;Ljubljana;Truck;9969;1126.8;8116.92;4;285.3;21.01.2017
HeavyLift;Dresden;Ship;221030;6752.4;46197.3;16;40460.5;12.02.2021
BlueLogistics;Vienna;Truck;15445;801.1;7404.61;4;235.4;08.11.2023
ShipLine;Zagreb;Truck;9784;914.2;8306.84;3;263.0;31.05.2018
RoadRunner;Ljubljana;Train;49834;579.0;14934.39;3;743.5;19.07.2024
HeavyLift;Amsterdam;Ship;27549;7039.2;42132.99;22;48963.2;16.07.2017
HeavyLift;Dresden;Train;16931;1673.6;11662.29;4;2524.1;06.05.2015
QuickCargo;Berlin;Train;9126;221.8;2579.53;3;271.2;25.03.2018
CargoBridge;Munich;Truck;22786;848.7;5677.91;4;253.4;16.05.2015
BlueLogistics;Brussels;Ship;49317;2462.7;19545.59;14;12569.0;26.03.2025
FastMove;Paris;Truck;23339;328.0;20142.0;1;118.3;22.03.2025
FastMove;Bratislava;Truck;13848;1046.2;8977.83;4;405.9;06.11.2020
HeavyLift;Budapest;Plane;3582;4884.5;116784.2;5;47640.2;26.12.2023
HeavyLift;Munich;Truck;7991;669.5;4691.24;4;267.8;06.09.2019
NorthWind;Brussels;Plane;7829;3147.1;76311.88;3;20836.3;23.03.2015
TransMax;Munich;Truck;5408;934.5;6410.76;4;282.0;13.02.2015
CargoOne;Hamburg;Truck;18880;697.2;8876.27;2;305.2;31.01.2020
RailCargo;Vienna;Ship;162866;5443.4;28350.95;13;41631.6;23.08.2018
GlobalFreight;Bratislava;Train;37742;320.7;10845.61;2;427.1;11.08.2016
QuickCargo;Berlin;Train;48168;1218.6;11177.01;5;1741.3;06.06.2018
